,index,id,date,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,year,age,price,predicted
3253,16159,2391602500,2014-05-15,1840,2875,1840,0,1997,0,98116,47.562,-122.39299999999999,1240,5750,5,2014,18,"$512,500.00","$338,781.40"
3254,16160,8632100010,2014-06-04,1250,8100,1250,0,1947,0,98125,47.7294,-122.329,1710,8100,6,2014,68,"$365,000.00","$382,186.40"
3255,16162,5078400190,2014-10-16,1560,8232,1560,0,1952,0,98004,47.62300000000001,-122.205,1930,8286,10,2014,63,"$915,000.00","$382,935.10"
3256,16164,1853500290,2014-08-11,1870,8449,1870,0,1992,0,98188,47.4435,-122.274,2160,8113,8,2014,23,"$314,000.00","$465,699.80"
3257,16166,723059073,2015-04-16,2050,7590,1280,770,1957,0,98178,47.4916,-122.22399999999999,2050,7800,4,2015,58,"$329,950.00","$416,765.90"
3258,16175,9482700440,2014-05-06,1800,3780,1400,400,1926,0,98103,47.6831,-122.34299999999999,1400,3780,5,2014,89,"$533,000.00","$530,631.10"
3259,16181,5727500561,2015-04-14,1360,6186,760,600,1941,0,98133,47.7503,-122.334,1610,7453,4,2015,74,"$255,544.00","$283,622.40"
3260,16203,6647400250,2014-07-23,1540,7773,1540,0,1982,0,98034,47.722,-122.194,1630,7340,7,2014,33,"$439,950.00","$473,296.00"
3261,16214,5422420470,2015-03-26,1830,7062,1830,0,1990,0,98023,47.2895,-122.352,1820,6434,3,2015,25,"$275,000.00","$378,242.10"
3262,16217,6073500190,2014-08-21,2210,5500,1410,800,1968,0,98117,47.696999999999996,-122.39,2140,6600,8,2014,47,"$614,306.00","$654,498.60"
3263,16220,1250200285,2015-03-17,1130,3600,1130,0,1908,0,98144,47.5978,-122.29899999999999,1710,2231,3,2015,107,"$261,500.00","$356,799.20"
3264,16223,2171400199,2014-09-04,2350,13000,2350,0,1961,0,98178,47.4939,-122.256,1570,11440,9,2014,54,"$277,554.00","$449,962.70"
3265,16225,284000095,2014-09-22,2160,17861,2160,0,1956,0,98146,47.501999999999995,-122.385,2660,18530,9,2014,59,"$1,200,000.00","$1,614,294.30"
3266,16227,7202330470,2015-04-08,1650,3436,1650,0,2003,0,98053,47.6819,-122.036,1680,3446,4,2015,12,"$485,000.00","$298,071.60"
3267,16228,6131600255,2014-12-22,1540,8316,1540,0,1954,0,98002,47.323,-122.21600000000001,1250,8316,12,2014,61,"$202,500.00","$282,145.50"
3268,16230,9211010440,2015-04-30,3250,6933,3250,0,2009,0,98059,47.4956,-122.15100000000001,3030,5308,4,2015,6,"$535,000.00","$652,494.40"
3269,16232,2215901190,2014-05-28,1480,7480,1480,0,1992,0,98038,47.3542,-122.055,1680,7146,5,2014,23,"$254,000.00","$259,736.80"
3270,16236,3365901435,2014-06-23,1200,13100,1200,0,1943,0,98168,47.475,-122.258,1960,11285,6,2014,72,"$165,000.00","$238,378.80"
3271,16241,3501600114,2014-06-19,2310,4079,2310,0,2008,0,98117,47.6937,-122.361,1220,4800,6,2014,7,"$646,000.00","$455,565.10"
3272,16250,259800680,2014-08-05,2130,7210,1330,800,1965,0,98008,47.629,-122.117,1310,7896,8,2014,50,"$534,000.00","$438,336.70"
3273,16252,3760500280,2014-10-14,2510,12779,2510,0,1968,0,98034,47.6982,-122.23100000000001,2810,12225,10,2014,47,"$1,950,000.00","$1,109,205.00"
3274,16255,8731800840,2014-06-19,1840,7300,1840,0,1966,0,98023,47.3122,-122.369,1920,8010,6,2014,49,"$265,000.00","$528,478.30"
3275,16256,7579200715,2014-12-05,1860,5750,1300,560,1918,0,98116,47.5586,-122.383,1550,5750,12,2014,97,"$400,000.00","$485,074.90"
3276,16258,1652500010,2015-03-26,4420,20759,4420,0,2003,0,98004,47.6354,-122.221,3020,20666,3,2015,12,"$2,330,000.00","$1,257,440.40"
3277,16264,7889600285,2014-12-18,1950,3000,1950,0,2001,0,98146,47.4938,-122.337,1620,6000,12,2014,14,"$315,000.00","$351,433.90"
3278,16272,4025300285,2014-10-29,1190,8875,1190,0,1946,0,98155,47.7487,-122.303,1190,8875,10,2014,69,"$276,693.00","$301,277.10"
3279,16282,7574910420,2014-12-01,2720,37258,2720,0,1994,0,98077,47.7402,-122.035,3270,39714,12,2014,21,"$632,500.00","$798,668.10"
3280,16286,7527000020,2015-04-25,2250,19270,2250,0,1999,0,98074,47.6569,-122.088,2940,19541,4,2015,16,"$792,000.00","$552,695.60"
3281,16302,7397300170,2014-05-30,5550,28078,3350,2200,2000,0,98039,47.6395,-122.234,2980,19602,5,2014,15,"$3,710,000.00","$1,676,919.10"
3282,16303,1077100020,2014-12-31,1520,8519,1520,0,1954,0,98133,47.7712,-122.339,1570,9000,12,2014,61,"$365,000.00","$381,709.20"
3283,16317,8078430480,2014-08-06,2040,7412,2040,0,1988,0,98074,47.6347,-122.02600000000001,2050,7830,8,2014,27,"$545,000.00","$506,071.30"
3284,16323,267000170,2014-12-10,1640,12000,1180,460,1967,0,98008,47.6252,-122.104,1620,12000,12,2014,48,"$575,950.00","$390,553.00"
3285,16329,7984400005,2014-06-26,1640,12384,1090,550,1954,0,98003,47.3256,-122.29799999999999,1550,11200,6,2014,61,"$253,500.00","$381,657.00"
3286,16330,9238430680,2014-05-21,2630,48706,2630,0,1986,0,98072,47.775,-122.125,2680,48706,5,2014,29,"$625,000.00","$603,064.00"
3287,16335,191100275,2014-09-26,3500,9525,3500,0,1999,0,98040,47.5641,-122.221,2630,9525,9,2014,16,"$1,350,000.00","$999,885.50"
3288,16337,6852700279,2014-06-19,950,1110,950,0,2003,0,98102,47.6226,-122.319,1230,1215,6,2014,12,"$475,000.00","$290,989.30"
3289,16349,3528000290,2014-06-09,2610,33206,2610,0,1988,0,98053,47.6662,-122.057,2870,28295,6,2014,27,"$743,700.00","$845,181.60"
3290,16350,9268200050,2014-08-14,1470,7590,1470,0,1988,0,98117,47.6964,-122.36200000000001,1700,5080,8,2014,27,"$449,950.00","$263,267.00"
3291,16353,1450000050,2015-05-01,900,7576,900,0,1959,0,98002,47.2881,-122.22,1220,7452,5,2015,56,"$201,000.00","$112,663.10"
3292,16355,2214800170,2015-04-15,1940,10350,1420,520,1979,0,98001,47.3385,-122.256,1810,7800,4,2015,36,"$295,000.00","$414,048.40"
3293,16356,7116000225,2015-02-20,1510,8760,1510,0,1946,0,98002,47.3015,-122.21600000000001,1040,7828,2,2015,69,"$190,000.00","$256,446.90"
3294,16367,3512100050,2015-02-24,1410,10648,1410,0,1966,0,98030,47.3736,-122.18799999999999,1410,10522,2,2015,49,"$139,000.00","$276,814.20"
3295,16383,3876313260,2015-02-18,1790,15142,1360,430,1976,0,98072,47.7362,-122.17200000000001,1910,7500,2,2015,39,"$415,000.00","$368,474.10"
3296,16389,9544200277,2014-10-15,4240,11189,4240,0,2006,0,98033,47.6526,-122.191,3390,12540,10,2014,9,"$1,660,000.00","$1,188,456.30"
3297,16393,7785000130,2015-03-30,2390,17717,2390,0,1964,0,98040,47.5755,-122.21799999999999,2390,10730,3,2015,51,"$926,250.00","$599,672.40"
3298,16403,1233100351,2014-12-11,1150,9048,1150,0,1922,0,98033,47.6755,-122.177,1550,8207,12,2014,93,"$305,000.00","$418,333.30"
3299,16413,7852160080,2015-01-21,3720,13591,3720,0,2004,0,98065,47.536,-121.85799999999999,4210,14282,1,2015,11,"$760,000.00","$1,185,848.60"
3300,16414,3649100346,2015-01-09,1890,9600,1890,0,1960,0,98028,47.7391,-122.241,2350,5308,1,2015,55,"$322,968.00","$379,594.00"
3301,16420,1250200415,2014-06-09,1060,1241,960,100,2008,0,98144,47.5999,-122.3,1170,1400,6,2014,7,"$352,750.00","$174,229.10"
3302,16421,3303951150,2015-02-04,2480,8563,2480,0,1992,0,98038,47.381,-122.03299999999999,2460,8660,2,2015,23,"$424,950.00","$573,375.90"
3303,16423,1102000095,2014-08-05,3220,5120,2420,800,2000,0,98118,47.5434,-122.27,1770,7680,8,2014,15,"$558,000.00","$771,846.40"
3304,16428,2741100741,2014-06-04,1840,5101,1040,800,1952,0,98108,47.5585,-122.31700000000001,1340,5000,6,2014,63,"$411,715.00","$456,100.30"
3305,16435,8651520420,2014-06-06,2260,9568,1780,480,1985,0,98074,47.6457,-122.05799999999999,2250,9744,6,2014,30,"$539,000.00","$548,950.40"
3306,16439,6457000080,2014-08-05,1750,8325,1750,0,1966,0,98031,47.4007,-122.198,1430,8325,8,2014,49,"$269,900.00","$308,558.40"
3307,16440,1126059022,2014-07-22,2660,40312,2660,0,1977,0,98072,47.7532,-122.139,2650,45302,7,2014,38,"$667,400.00","$642,757.00"
3308,16441,4340000010,2014-10-30,2640,7544,2640,0,1995,0,98004,47.6224,-122.195,2650,7904,10,2014,20,"$1,220,000.00","$828,802.00"
3309,16447,9578080130,2014-07-02,1820,1641,1540,280,2006,0,98119,47.6482,-122.35799999999999,1720,1501,7,2014,9,"$625,000.00","$486,691.30"
3310,16450,7016100380,2015-04-23,1910,8947,1160,750,1970,0,98011,47.7374,-122.18299999999999,1920,7350,4,2015,45,"$515,000.00","$528,739.10"
3311,16456,522079027,2014-06-19,1730,38884,1730,0,1997,0,98038,47.4164,-121.95100000000001,2130,91040,6,2014,18,"$470,000.00","$362,288.90"
3312,16463,2695600190,2015-03-27,940,4264,940,0,1949,0,98126,47.5314,-122.37799999999999,1630,4472,3,2015,66,"$416,000.00","$323,914.80"
3313,16468,4397650080,2014-10-15,2780,5002,2780,0,1999,0,98007,47.5939,-122.15,3110,5717,10,2014,16,"$815,000.00","$945,119.90"
3314,16477,1402700170,2014-07-17,3045,5030,3045,0,1999,0,98058,47.4386,-122.12700000000001,3045,5322,7,2014,16,"$414,000.00","$642,385.80"
3315,16480,9477201060,2015-04-23,1410,7854,1410,0,1971,0,98034,47.7303,-122.19200000000001,1460,7500,4,2015,44,"$380,500.00","$275,430.80"
3316,16481,4060000290,2014-06-17,880,6600,880,0,1945,0,98178,47.5002,-122.24700000000001,1020,6600,6,2014,70,"$253,000.00","$179,598.00"
3317,16483,686530020,2014-06-09,2030,9300,2030,0,1976,0,98052,47.6658,-122.149,1800,9018,6,2014,39,"$627,000.00","$492,695.80"
3318,16484,5145100460,2014-09-24,2090,7241,1140,950,2001,0,98034,47.726000000000006,-122.221,1510,7402,9,2014,14,"$469,500.00","$314,987.90"
3319,16485,6329000380,2014-06-19,920,8341,920,0,1939,0,98146,47.5015,-122.38,2330,9792,6,2014,76,"$319,950.00","$373,074.70"
3320,16492,1513800080,2014-08-25,2030,9825,1330,700,1985,0,98115,47.6892,-122.3,2180,7500,8,2014,30,"$598,000.00","$498,227.90"
3321,16502,1332700010,2014-12-16,1610,1968,1610,0,1979,0,98056,47.5184,-122.196,1950,1968,12,2014,36,"$305,000.00","$414,979.60"
3322,16506,7614100020,2014-10-17,1340,10290,1140,200,1981,0,98042,47.3553,-122.149,1760,7903,10,2014,34,"$265,000.00","$304,158.40"
3323,16518,4154302045,2015-03-16,880,2400,760,120,1918,0,98118,47.5643,-122.275,1180,6300,3,2015,97,"$376,000.00","$300,408.90"
3324,16520,9185700414,2014-05-22,1610,7200,1090,520,1973,0,98112,47.6279,-122.287,3790,7200,5,2014,42,"$1,180,000.00","$517,544.70"
3325,16521,1221000562,2014-07-22,1730,1803,1730,0,2005,0,98166,47.4648,-122.335,1190,7980,7,2014,10,"$187,000.00","$288,038.90"
3326,16530,2114700500,2015-04-18,560,4120,560,0,1947,0,98106,47.5335,-122.348,980,4120,4,2015,68,"$90,000.00","$-64,428.70"
3327,16534,4024101990,2015-02-05,2090,7450,1350,740,1978,0,98155,47.7598,-122.303,1740,7644,2,2015,37,"$485,000.00","$430,690.40"
3328,16538,4006000307,2014-09-16,810,4755,810,0,1980,0,98118,47.5313,-122.28,1180,4755,9,2014,35,"$155,000.00","$174,710.20"
3329,16545,3578700073,2014-11-10,1120,9730,1120,0,1944,1989,98011,47.7372,-122.221,2530,8717,11,2014,71,"$362,000.00","$400,418.90"
3330,16547,526059259,2014-08-19,1260,8487,1260,0,1970,0,98011,47.7664,-122.20100000000001,1890,13051,8,2014,45,"$335,500.00","$296,687.50"
3331,16551,3352401476,2014-11-24,860,5000,860,0,1949,0,98178,47.5005,-122.26700000000001,1130,6000,11,2014,66,"$199,988.00","$296,879.00"
3332,16553,6147650430,2015-04-07,3130,5200,3130,0,2005,0,98042,47.3828,-122.098,3020,5200,4,2015,10,"$320,000.00","$529,567.20"
3333,16563,642500080,2014-12-12,2905,4874,2905,0,2003,0,98031,47.4084,-122.169,2900,5271,12,2014,12,"$365,000.00","$733,176.10"
3334,16565,5587000010,2014-11-20,1680,8450,1340,340,1960,0,98177,47.7575,-122.361,1850,8300,11,2014,55,"$385,000.00","$548,109.60"
3335,16568,9412200080,2014-05-23,2560,10400,1280,1280,1965,0,98027,47.5225,-122.04,1740,11050,5,2014,50,"$440,000.00","$533,449.50"
3336,16570,2923039243,2014-11-13,1200,11834,1200,0,1972,0,98070,47.4557,-122.443,1670,47462,11,2014,43,"$340,000.00","$798,436.60"
3337,16576,5454200080,2014-08-11,2630,9645,2630,0,1963,0,98040,47.5459,-122.228,2690,10439,8,2014,52,"$968,000.00","$768,533.90"
3338,16579,984210170,2015-03-26,1960,7350,1360,600,1969,0,98058,47.4368,-122.165,1900,7350,3,2015,46,"$256,500.00","$383,588.20"
3339,16580,8081500050,2015-03-02,4250,20441,2490,1760,1984,0,98004,47.6377,-122.211,3620,16304,3,2015,31,"$1,810,000.00","$1,267,491.50"
3340,16584,3754700170,2015-04-23,1640,9825,1090,550,1971,0,98034,47.7244,-122.2,1500,9750,4,2015,44,"$455,000.00","$363,047.30"
3341,16588,1370800825,2014-08-23,2860,5658,2130,730,1933,0,98199,47.6395,-122.40899999999999,2700,5221,8,2014,82,"$1,300,000.00","$1,225,886.10"
3342,16593,8615800500,2014-08-14,2820,4536,1930,890,1917,0,98105,47.6688,-122.309,2820,4536,8,2014,98,"$875,000.00","$888,927.80"
3343,16599,8691300500,2014-10-28,2880,12349,2880,0,1996,0,98075,47.5879,-121.973,3490,11539,10,2014,19,"$710,000.00","$884,951.10"
3344,16605,5561400470,2015-04-07,3410,34939,2470,940,1992,0,98027,47.458999999999996,-122.00299999999999,2450,39045,4,2015,23,"$585,000.00","$868,058.50"
3345,16609,3223059173,2014-11-04,1480,15000,1480,0,1957,0,98055,47.4312,-122.196,1450,8768,11,2014,58,"$275,000.00","$346,940.90"
3346,16610,109210460,2014-10-29,2330,8000,1390,940,1986,0,98023,47.2958,-122.368,1570,7227,10,2014,29,"$270,000.00","$426,435.20"
3347,16611,9106000050,2014-10-21,2170,2500,1710,460,1997,0,98115,47.6742,-122.303,2170,4080,10,2014,18,"$767,250.00","$525,435.00"
3348,16613,3438501100,2015-04-27,1240,4000,1240,0,1928,2000,98106,47.5467,-122.359,1200,17707,4,2015,87,"$400,000.00","$537,222.90"
3349,16617,7574000080,2015-04-01,2360,19899,2360,0,1968,0,98010,47.3299,-122.046,1860,19998,4,2015,47,"$355,500.00","$416,865.70"
3350,16632,3528000470,2014-05-09,3560,107290,3560,0,1987,0,98053,47.6652,-122.04899999999999,3660,89298,5,2014,28,"$851,000.00","$1,027,416.10"
3351,16642,629410190,2014-06-19,3200,6699,3200,0,2004,0,98075,47.5884,-121.991,3020,6699,6,2014,11,"$712,000.00","$828,502.80"
3352,16646,7853302140,2014-05-24,2460,4399,2460,0,2007,0,98065,47.5415,-121.884,2060,4399,5,2014,8,"$440,500.00","$425,039.50"
3353,16647,1423910670,2014-05-27,2100,9288,1050,1050,1968,0,98058,47.4558,-122.171,1600,8550,5,2014,47,"$305,000.00","$374,282.70"
3354,16659,200800480,2014-11-06,1960,8469,1960,0,1984,0,98052,47.7236,-122.105,2040,8189,11,2014,31,"$552,321.00","$544,683.10"
3355,16663,5561000430,2014-10-16,1830,39165,1830,0,1963,0,98027,47.4612,-121.992,2020,36184,10,2014,52,"$470,000.00","$547,384.50"
3356,16664,1568100670,2015-03-20,1880,8706,940,940,1927,0,98155,47.7362,-122.292,1880,7200,3,2015,88,"$395,900.00","$570,106.50"
3357,16686,1088400190,2015-04-22,1120,10125,1120,0,1961,0,98059,47.4794,-122.07799999999999,1120,8820,4,2015,54,"$305,000.00","$137,751.80"
3358,16687,1588600177,2015-02-25,1040,4420,1040,0,1944,0,98117,47.6945,-122.368,1310,4920,2,2015,71,"$396,000.00","$171,581.10"
3359,16696,1454100122,2014-06-11,1640,7201,1640,0,1948,0,98125,47.7216,-122.289,1750,7201,6,2014,67,"$405,000.00","$570,425.70"
3360,16701,6187500080,2014-07-16,2460,7240,1840,620,1991,0,98006,47.5486,-122.189,2530,7885,7,2014,24,"$637,000.00","$658,245.30"
3361,16704,2877102330,2014-05-16,2110,3750,2110,0,2000,0,98117,47.6789,-122.363,1700,5000,5,2014,15,"$772,000.00","$465,052.30"
3362,16710,6791000050,2014-09-08,2230,14400,1460,770,1977,0,98075,47.5791,-122.04799999999999,2200,13280,9,2014,38,"$550,000.00","$607,342.10"
3363,16717,1328320920,2015-04-21,2810,8560,1610,1200,1979,0,98058,47.4437,-122.124,2400,7600,4,2015,36,"$386,000.00","$646,958.50"
3364,16718,7283900185,2014-06-04,2000,5962,2000,0,1999,0,98133,47.7695,-122.35,1790,10500,6,2014,16,"$415,000.00","$449,838.80"
3365,16725,795002375,2014-05-27,1200,6250,920,280,1943,0,98168,47.5095,-122.331,1280,9375,5,2014,72,"$280,000.00","$224,108.70"
3366,16727,6802200280,2014-11-10,2010,11618,2010,0,1990,0,98022,47.1956,-121.985,1550,9354,11,2014,25,"$279,000.00","$399,114.40"
3367,16728,9521100795,2014-06-23,1730,3884,1060,670,1924,0,98103,47.6624,-122.34899999999999,1360,3563,6,2014,91,"$569,000.00","$517,518.60"
3368,16737,9842300095,2014-07-25,1600,4168,1600,0,1927,0,98126,47.5297,-122.381,1190,4168,7,2014,88,"$365,000.00","$450,874.10"
3369,16740,3754700050,2014-06-18,1670,7700,1170,500,1972,0,98034,47.725,-122.2,1500,7875,6,2014,43,"$424,000.00","$364,870.40"
3370,16742,446000010,2014-11-19,1800,6750,1800,0,1950,0,98115,47.6868,-122.285,1420,5900,11,2014,65,"$508,500.00","$416,795.50"
3371,16743,8562000010,2015-05-01,1210,8864,1210,0,1985,0,98042,47.3639,-122.08,1510,8062,5,2015,30,"$244,500.00","$225,402.20"
3372,16750,3630180470,2015-02-05,3250,5500,3250,0,2007,0,98027,47.5398,-121.99700000000001,3920,6000,2,2015,8,"$800,000.00","$812,076.70"
3373,16753,7796450190,2015-02-02,1690,5171,1690,0,2003,0,98023,47.2779,-122.34700000000001,2550,5025,2,2015,12,"$277,500.00","$444,330.70"
3374,16759,3299200080,2014-10-03,2440,12051,1440,1000,1966,0,98133,47.7456,-122.351,2030,8006,10,2014,49,"$518,000.00","$646,309.90"
3375,16766,6354000050,2014-09-08,2530,45234,2530,0,1985,0,98072,47.7221,-122.12,3110,35617,9,2014,30,"$615,000.00","$753,062.60"
3376,16767,625049153,2014-06-03,2060,4040,1120,940,1947,0,98103,47.6798,-122.352,1500,4000,6,2014,68,"$605,000.00","$646,217.00"
3377,16773,1630700380,2015-01-30,7730,230868,6660,1070,2004,0,98077,47.7615,-122.084,2660,39292,1,2015,11,"$1,920,000.00","$1,972,714.40"
3378,16778,2742100250,2014-07-20,3820,17745,2440,1380,1955,0,98108,47.556999999999995,-122.295,2520,9640,7,2014,60,"$550,000.00","$1,076,716.20"
3379,16782,3426079024,2014-05-21,1010,25000,1010,0,1966,0,98014,47.6927,-121.90100000000001,2020,101494,5,2014,49,"$150,000.00","$69,375.70"
3380,16783,2767604254,2014-06-03,1140,1182,1140,0,2007,0,98107,47.6713,-122.383,1290,1189,6,2014,8,"$425,000.00","$372,620.80"
3381,16788,8732020670,2015-03-20,1830,9620,1830,0,1978,0,98023,47.3123,-122.389,1990,8280,3,2015,37,"$400,000.00","$483,588.10"
3382,16790,8035600290,2015-04-13,2500,8215,2500,0,1990,0,98031,47.4124,-122.204,2360,7801,4,2015,25,"$372,000.00","$582,078.60"
3383,16812,321059091,2014-06-05,1560,31299,1560,0,1965,0,98092,47.3384,-122.164,2460,44907,6,2014,50,"$299,950.00","$323,508.10"
3384,16814,7200179,2014-10-16,840,12750,840,0,1925,0,98055,47.483999999999995,-122.211,1480,6969,10,2014,90,"$150,000.00","$274,360.70"
3385,16817,825059178,2014-09-23,4475,20424,2659,1816,1999,0,98033,47.6646,-122.208,4340,5250,9,2014,16,"$2,570,000.00","$2,247,553.60"
3386,16826,3211290050,2014-06-23,1580,39189,1180,400,1992,0,98053,47.6365,-121.97200000000001,1580,29649,6,2014,23,"$425,000.00","$275,534.40"
3387,16827,7511200190,2014-09-10,2570,36465,2570,0,1980,0,98053,47.6555,-122.042,2390,41454,9,2014,35,"$580,000.00","$600,893.30"
3388,16846,621069102,2015-03-16,1300,10139,1300,0,1962,2007,98042,47.3427,-122.087,1260,10139,3,2015,53,"$260,000.00","$294,610.40"
3389,16855,2881700231,2015-04-22,1440,11364,1440,0,1985,0,98155,47.743,-122.32799999999999,1950,9390,4,2015,30,"$337,000.00","$273,489.90"
3390,16859,7575500080,2014-11-20,1420,9081,1420,0,1990,0,98022,47.1948,-121.999,1090,8410,11,2014,25,"$202,000.00","$100,594.60"
3391,16860,7197800020,2015-04-27,2250,4119,2250,0,2001,0,98075,47.5973,-122.03399999999999,2290,3115,4,2015,14,"$585,000.00","$500,716.40"
3392,16865,8682291680,2015-03-17,1930,4601,1930,0,2006,0,98053,47.7196,-122.022,1670,4500,3,2015,9,"$558,000.00","$426,019.40"
3393,16868,4315700275,2014-11-07,2380,4950,2380,0,2004,0,98136,47.5382,-122.391,1370,5120,11,2014,11,"$590,000.00","$485,685.70"
3394,16870,1246700103,2015-04-23,2700,25870,2700,0,1992,0,98033,47.6934,-122.161,1540,20720,4,2015,23,"$725,000.00","$578,842.10"
3395,16871,7504200250,2015-04-28,2330,3600,2330,0,1971,0,98074,47.631,-122.061,2050,4275,4,2015,44,"$490,000.00","$631,632.90"
3396,16875,1934800022,2014-07-23,1280,3200,1280,0,1903,0,98122,47.6029,-122.307,1320,1676,7,2014,112,"$425,000.00","$521,839.60"
3397,16885,2025701060,2014-11-17,1370,7087,1370,0,1993,0,98038,47.3504,-122.035,1400,6600,11,2014,22,"$264,500.00","$269,248.70"
3398,16896,6752600050,2014-08-12,2070,7007,2070,0,1996,0,98031,47.3968,-122.171,2130,8100,8,2014,19,"$320,000.00","$364,949.50"
3399,16899,3365900462,2014-09-03,1730,7264,1730,0,1920,0,98168,47.4738,-122.264,1500,12104,9,2014,95,"$265,000.00","$479,762.10"
3400,16901,3438501700,2014-08-27,1300,20812,1300,0,1927,0,98106,47.5435,-122.359,1210,17340,8,2014,88,"$300,000.00","$292,001.00"
3401,16913,1592000050,2014-09-05,2370,9517,1630,740,1984,0,98074,47.6222,-122.03399999999999,2440,9035,9,2014,31,"$655,000.00","$681,944.60"
3402,16919,293800680,2015-04-15,4270,85643,4270,0,1991,0,98077,47.7711,-122.04799999999999,3760,51170,4,2015,24,"$949,000.00","$1,257,277.60"
3403,16925,3205000050,2014-12-05,890,9870,890,0,1960,0,98056,47.5398,-122.178,1270,9861,12,2014,55,"$358,000.00","$225,128.30"
3404,16926,2201500680,2015-03-05,1480,8667,740,740,1954,0,98006,47.5718,-122.13600000000001,1600,10644,3,2015,61,"$501,000.00","$392,776.70"
3405,16929,7385300020,2014-06-13,3210,12000,1830,1380,1968,0,98007,47.6205,-122.148,2450,12000,6,2014,47,"$725,000.00","$728,314.90"
3406,16932,3213200250,2014-11-06,1160,5029,910,250,1940,0,98115,47.6723,-122.266,1220,5029,11,2014,75,"$605,125.00","$384,859.20"
3407,16941,2626119028,2015-03-23,1140,3240,1140,0,1910,0,98014,47.7093,-121.36399999999999,1140,4700,3,2015,105,"$160,000.00","$348,391.50"
3408,16949,418000415,2015-03-19,700,5000,700,0,1952,0,98056,47.4927,-122.17200000000001,1040,5200,3,2015,63,"$191,000.00","$139,777.10"
3409,16951,7151700585,2014-11-25,3440,5000,3440,0,1901,0,98122,47.6127,-122.286,2822,5000,11,2014,114,"$1,230,000.00","$1,239,418.50"
3410,16961,5538300225,2014-05-13,2180,13529,1090,1090,1956,0,98155,47.7516,-122.294,2000,13529,5,2014,59,"$405,000.00","$474,161.90"
3411,16963,8035650500,2014-07-16,2160,6825,2160,0,1994,0,98031,47.4111,-122.2,2020,7035,7,2014,21,"$325,000.00","$503,027.60"
3412,16966,9839300285,2015-04-12,2100,2200,1500,600,1919,0,98122,47.614,-122.294,1750,4400,4,2015,96,"$720,000.00","$692,532.40"
3413,16968,5652601330,2014-06-04,1020,9072,920,100,1930,0,98115,47.695,-122.301,1620,7930,6,2014,85,"$489,000.00","$392,517.40"
3414,16969,3025059093,2014-07-29,5090,23669,5090,0,2006,0,98004,47.6297,-122.21600000000001,3830,22605,7,2014,9,"$3,100,000.00","$1,536,579.40"
3415,16977,3205200480,2015-04-15,1100,8662,1100,0,1964,0,98056,47.5368,-122.17299999999999,1100,9240,4,2015,51,"$421,000.00","$274,714.00"
3416,16982,8563030500,2015-03-30,1820,9875,1820,0,1966,0,98008,47.6243,-122.094,2670,10000,3,2015,49,"$539,950.00","$543,494.80"
3417,16984,7853210050,2014-07-07,1450,3748,1450,0,2004,0,98065,47.532,-121.85,1970,3748,7,2014,11,"$339,000.00","$268,859.90"
3418,16985,3293700480,2014-10-20,2200,8545,1100,1100,1918,1982,98133,47.7481,-122.353,1940,9315,10,2014,97,"$414,950.00","$630,839.20"
3419,16986,3210700170,2014-12-02,1610,8976,1610,0,1966,0,98004,47.6011,-122.19200000000001,1930,8976,12,2014,49,"$650,000.00","$464,828.10"
3420,16989,7871500280,2015-04-13,2250,3600,2010,240,1912,1994,98119,47.643,-122.37,1910,3990,4,2015,103,"$975,000.00","$942,449.00"
3421,16990,3276200280,2014-12-19,1580,10100,1580,0,1961,0,98055,47.4423,-122.193,1650,10032,12,2014,54,"$296,500.00","$366,965.20"
3422,16993,1657310170,2014-07-23,2140,9492,2140,0,1994,0,98092,47.3289,-122.204,2180,9184,7,2014,21,"$302,000.00","$539,676.70"
3423,17002,8835700250,2015-04-26,3570,17411,3570,0,1990,0,98075,47.5617,-122.03,3510,16153,4,2015,25,"$965,000.00","$1,018,348.00"
3424,17032,2475900170,2015-04-29,2300,9583,1220,1080,1928,0,98024,47.5671,-121.89,1200,11325,4,2015,87,"$303,000.00","$427,169.80"
3425,17037,5636010280,2014-09-02,1480,9743,1480,0,1996,0,98010,47.3293,-122.001,1810,9601,9,2014,19,"$269,950.00","$296,365.20"
3426,17047,9315000010,2015-03-03,1760,8400,1060,700,1962,0,98003,47.3258,-122.323,1280,8415,3,2015,53,"$247,500.00","$375,673.60"
3427,17048,7889600080,2015-02-19,1050,6240,1050,0,1948,0,98146,47.4933,-122.338,1410,6240,2,2015,67,"$208,000.00","$65,699.40"
3428,17051,7606200275,2014-12-30,760,40039,760,0,1906,0,98065,47.5295,-121.829,980,6000,12,2014,109,"$190,000.00","$306,370.40"
3429,17052,203900380,2014-08-21,1300,8800,1300,0,1977,0,98053,47.64,-121.96600000000001,1600,12210,8,2014,38,"$326,188.00","$235,723.00"
3430,17072,8011100095,2014-06-10,2090,6045,2090,0,2000,0,98056,47.4947,-122.17399999999999,2040,6392,6,2014,15,"$415,000.00","$507,050.20"
3431,17074,7985000010,2015-04-15,1350,10125,1350,0,1967,0,98003,47.3334,-122.29799999999999,1520,9720,4,2015,48,"$251,000.00","$433,201.10"
3432,17075,1504800050,2015-03-12,3280,6750,2440,840,2001,0,98126,47.5219,-122.38,1770,6387,3,2015,14,"$750,000.00","$859,725.30"
